Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;camere;camere_piano;categoria;insegna;nro_apparecchi_tel_ricettiva;numero_servizi;numero_servizi_piano;piani_tot;piano_piano;posti_letto;posti_letto_piano;tipo_att_strut_extra;MUNICIPIO;LONGIT;LATIT;Location
C-AL/618;Piazza GERUSALEMME N. 12 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza GERUSALEMME;12;7201;15;0;4;town house 12;;;0;;;23;0;Albergo;8;9.16762063664;45.4847993036;45.4847993036, 9.16762063664
C-AL/649;VIA FRASSINETTI ROMEO N. 2 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;VIA FRASSINETTI ROMEO;2;658;32;0;2;residence osoppo;;;0;;;94;0;Residence;;;;
C-AL/650;Via TORTONA N. 35 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;Via TORTONA;35;5124;244;0;4;hotel nhow;;;0;;;484;0;Albergo;6;9.16073582058;45.451091885;45.451091885, 9.16073582058
C-AL/651;Via TAZZOLI ENRICO N. 2 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Via TAZZOLI ENRICO;2;1118;160;0;4;hotel ac milano;;;0;;;320;0;Albergo;9;9.18313961087;45.4852128701;45.4852128701, 9.18313961087
C-AL/667;VIA PELLICO SILVIO N. 8 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA PELLICO SILVIO;8;103;58;0;5 STELLE LUSSO;town house galleria;;;0;;;89;0;Albergo;1;9.18934080868;45.4657709128;45.4657709128, 9.18934080868
C-AL/669;VIA OSIMO AUGUSTO N. 10 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;VIA OSIMO AUGUSTO;10;4303;64;0;4;corvetto residence porto di mare;;;0;;;200;0;Residence;4;9.22652018118;45.4348908079;45.4348908079, 9.22652018118
C-AL/670;Via AJRAGHI CESARE N. 30 suap| (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via AJRAGHI CESARE;30;7276;17;0;2;residence 2gi;;;0;;;22;0;Residence;8;9.14780761578;45.4971758431;45.4971758431, 9.14780761578
C-AL/671;Via LIPPI FILIPPINO N. 28 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via LIPPI FILIPPINO;28;2196;22;;2;hotel gran sasso;;;;;;39;;Albergo;3;9.22133525536;45.4822239786;45.4822239786, 9.22133525536
C-AL/677;VIA WATT GIACOMO N. 13 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;VIA WATT GIACOMO;13;5292;87;87;4;IH HOTELS MILANO WATT 13;;;0;;;169;169;Albergo;6;9.1529055868;45.4439562531;45.4439562531, 9.1529055868
C-AL/686;VIA PALMIERI NICOLA N. 64 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;VIA PALMIERI NICOLA;64;5323;23;23;3;hotel autosole 2;;;0;;;46;46;Albergo;5;9.18420980938;45.4347756048;45.4347756048, 9.18420980938
AL/897;Via VARESINA N. 124 milan suite hotel (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via VARESINA;124;7290;50;;4;MILAN SUITE HOTEL;;;;;;100;;Albergo;8;9.14224336269;45.5004881748;45.5004881748, 9.14224336269
C-AL/159;Via LAZZARETTO N. 10 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via LAZZARETTO;10;2112;11;11;1;merano;;3;3;1;1;25;25;Albergo;3;9.20247708161;45.4781470174;45.4781470174, 9.20247708161
C-AL/160;Via LAZZARETTO N. 17 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via LAZZARETTO;17;2112;10;9;1;arno;;3;3;1;4;16;14;Albergo;2;9.20350666199;45.4794945469;45.4794945469, 9.20350666199
C-AL/162;Via LENTASIO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via LENTASIO;3;410;64;18|18|14|10|3;4;ascot;;63;18|18|14|10|3;5;1|2|3|4|5;99;24|24|22|17|6;Albergo;1;9.19110111231;45.4577490815;45.4577490815, 9.19110111231
C-AL/163;Via LEPETIT ROBERTO N. 7 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via LEPETIT ROBERTO;7;2096;25;6|7|5;1;boston;;25;6|7|5;4;1|2|3|4;41;9|10|11|5;Albergo;2;9.20372969079;45.482526673;45.482526673, 9.20372969079
C-AL/164;Via LEPETIT ROBERTO N. 15 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via LEPETIT ROBERTO;15;2096;48;3|9;4;colombia;;48;3|9;6;R|1|2|3|4|5;72;4|16|15|14;Albergo;2;9.20414775067;45.4829297818;45.4829297818, 9.20414775067
C-AL/166;VIA FILZI FABIO N. 25B fabio filzi 25/b (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA FILZI FABIO;25B;1190;144;4|9;4;una hotel century;;155;4|9;17;0|1|2|3|4|5|6|7|8|9;288;10|23;Albergo;2;9.19946233179;45.4849315575;45.4849315575, 9.19946233179
C-AL/167;Via LEPONTINA N. 8 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Via LEPONTINA;8;1147;60;25|20|15;3;mirage tre;;60;25|20|15;3;1|2|3;82;36|31|15;Residence;9;9.18373761116;45.4932922704;45.4932922704, 9.18373761116
C-AL/169;Via LIPPI FILIPPINO N. 43 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via LIPPI FILIPPINO;43;2196;7;2|3|2;1;ischia;;2;0|1|1;3;1|2|3;12;4|5|3;Albergo;3;9.22104550411782;45.4830429047598;45.4830429047598, 9.22104550411782
C-AL/170;VIA LORENTEGGIO N. 278 lorenteggio 278;ATTIVITA RICETTIVE - Strutt. albergh.;VIA LORENTEGGIO;278;5132;128;;4;IH-HOTELS MILANO LORENTEGGIO;;;;;;242;;Albergo;6;9.11603201982;45.4442243119;45.4442243119, 9.11603201982
C-AL/172;Piazza LUIGI DI SAVOIA N. 20 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza LUIGI DI SAVOIA;20;2260;106;13|14;4;starhotels anderson;;;13|14;;1|2|3|4|5|6|7|8;212;16|17;Albergo;2;9.20692871839;45.4852629583;45.4852629583, 9.20692871839
C-AL/173;Via LULLI GIOVANNI N. 18 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via LULLI GIOVANNI;18;2253;10;0;1;hotel new milano;;;0;;;18;0;Albergo;3;9.22128237013;45.4853514485;45.4853514485, 9.22128237013
C-AL/174;Via MACCHI MAURO N. 1 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via MACCHI MAURO;1;2133;52;13|13|13|13;4;hotel mediolanum;;48;12|12|12|12;4;4|1|2|3;93;25|23|25|25;Albergo;2;9.20400606265;45.4813720143;45.4813720143, 9.20400606265
C-AL/175;Via MACCHI MAURO N. 49 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via MACCHI MAURO;49;2133;22;2|4|4|4|4|4;4;r.t.a. le gare;;22;2|4|4|4|4|4;6;T|1|2|3|4|5;67;7|12|12|12|12|12;Albergo;2;9.2083193326;45.4855496137;45.4855496137, 9.2083193326
C-AL/176;Corso MAGENTA num.019| (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso MAGENTA;;604;48;8;4;hotel king;;48;8;6;1|2|3|4|5|6;96;16|17|15;Albergo;;;;
C-AL/177;CORSO MAGENTA N. 61 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;CORSO MAGENTA;61;604;105;;3;hotel palazzo delle stelline;;;;;;167;;Albergo;1;9.17224593016;45.4656231548;45.4656231548, 9.17224593016
C-AL/178;CORSO MAGENTA N. 78 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;CORSO MAGENTA;78;658;16;16;3;antica locanda leonardo;;;0;1;1;35;35;Albergo;;;;
C-AL/180;VIA MANIN DANIELE N. 7 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MANIN DANIELE;7;1052;124;16|17|18;4;hotel manin;;;16|17|18;7;1|2|3|4|5|6|7;224;23|26|25|28|30;Albergo;1;9.19603414997;45.4739752134;45.4739752134, 9.19603414997
C-AL/181;Via CASTALDI PANFILO N. 7 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via CASTALDI PANFILO;7;2119;60;;4;hotel baviera;;;;4;;106;;;2;9.19972767319;45.4783080263;45.4783080263, 9.19972767319
C-AL/182;Via MANZONI ALESSANDRO N. 29 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MANZONI ALESSANDRO;29;230;95;;5 stelle lusso;grand hotel et de milan;;;;5;;190;;;1;9.19252196312;45.4699362704;45.4699362704, 9.19252196312
C-AL/183;Via MARCO D'AGRATE N. 35 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via MARCO D'AGRATE;35;4276;52;4|8|8|8|8|8|8;3;hotel rex;;52;4|8|8|8|8|8|8;7;R|1|2|3|4|5|6;104;8|16|16|16|16|16|16;Albergo;5;9.21091713083;45.4368282396;45.4368282396, 9.21091713083
C-AL/186;VIA MARGHERA N. 2 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MARGHERA;2;6280;50;16|6|12;3;hotel nuovo marghera;;;16|6|12;4;1|3|2;89;29|12|22;Albergo;7;9.15465382938;45.4677128492;45.4677128492, 9.15465382938
C-AL/187;Via MARGHERA N. 14 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via MARGHERA;14;6280;19;;3;HOTEL FIORELLA;;;;;;33;;Albergo;7;9.15373428686;45.46742503;45.46742503, 9.15373428686
C-AL/189;VIA MAZZINI GIUSEPPE N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MAZZINI GIUSEPPE;4;516;38;;4;hotel sir edward;;;;;;70;;Albergo;1;9.18839867546;45.4632803446;45.4632803446, 9.18839867546
C-AL/189;VIA MAZZINI GIUSEPPE N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MAZZINI GIUSEPPE;4;516;38;;4;hotel sir edward;;;;;;70;;Albergo;1;9.18839867546;45.4632803446;45.4632803446, 9.18839867546
C-AL/190;Via MAZZINI GIUSEPPE N. 8 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MAZZINI GIUSEPPE;8;516;42;8|7|7|7|7|7;3;rio;;43;8|7|7|7|7|7;6;1|2|3|4|5|6;61;10|11|11|11|11|7;Albergo;1;9.18838504488;45.4630375904;45.4630375904, 9.18838504488
C-AL/191;VIA MECENATE N. 121 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MECENATE;121;3323;208;;4;novotel milano linate;;;;;;416;;Albergo;4;9.25758937884;45.4477367508;45.4477367508, 9.25758937884
C-AL/192;Via MEDICI N. 3 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MEDICI;3;558;56;5|11|8;4;hotel carrobio;;35;5|11|8;4;R|1|2|3;93;7|18|14;Albergo;1;9.18107384144;45.4607195615;45.4607195615, 9.18107384144
C-AL/193;Via MELLONI MACEDONIO N. 17 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via MELLONI MACEDONIO;17;3085;16;;3;residencemignoncase tre;;;;;;26;;Residence;4;9.21082523203;45.4666585252;45.4666585252, 9.21082523203
C-AL/194;Via MERCATO N. 1 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MERCATO;1;717;13;|13;5;STYLE HOTEL;;;;2;;25;|25;Albergo;1;9.18424187582;45.4707814325;45.4707814325, 9.18424187582
C-AL/195;Via MESSINA N. 10 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via MESSINA;10;7211;131;0;4;LEONARDO HOTEL MILAN CITY CENTER;;;0;;;262;0;Albergo;8;9.17558217564;45.4825282577;45.4825282577, 9.17558217564
C-AL/196;Viale MILLE (DEI) N. 24 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MILLE (DEI);24;3115;11;3|4|4;1;pensione capri;;6;2|2|2;3;T|1|2;20;5|8|4;Albergo;3;9.2175190045;45.4694973842;45.4694973842, 9.2175190045
C-AL/197;Viale MILLE (DEI) N. 48 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MILLE (DEI);48;3115;14;;1;doria suisse;;5;;4;;20;;Albergo;3;9.21752198818;45.470173997029;45.470173997029, 9.21752198818
C-AL/198;Viale MILLE (DEI) num.060/62| (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MILLE (DEI);;3115;22;4|6;3;hotel ideale;;14;4|6;3;2|R|1;40;5|9|6;Albergo;;;;
C-AL/199;Via MISSAGLIA (DEI) N. 14 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via MISSAGLIA (DEI);14;5340;19;;3;hotel giardino;;;;;;24;;Albergo;5;9.17716490791;45.4282540901;45.4282540901, 9.17716490791
C-AL/200;Piazza MISSORI GIUSEPPE N. 1 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Piazza MISSORI GIUSEPPE;1;525;167;;4;hotel dei cavalieri;;;;9;;305;;Albergo;1;9.18866385843;45.4609465448;45.4609465448, 9.18866385843
C-AL/201;Via MODENA GUSTAVO N. 4 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via MODENA GUSTAVO;4;3122;37;1|7|7|7|7|4|4;4;residence international;;37;1|7|7|7|7|4|4;7;T|1|2|3|4|5|6;59;1|11|11|11|11|7|7;Residence;3;9.21197790892;45.4706723639;45.4706723639, 9.21197790892
C-AL/202;Via MODENA GUSTAVO N. 20 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via MODENA GUSTAVO;20;3122;17;0;1;brasil;;;0;;;25;0;Albergo;3;9.21432523996;45.4707001404;45.4707001404, 9.21432523996
C-AL/204;Via MONETA num.001/a| (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MONETA;;570;33;;3;gran duca di york;;;;;;60;;Albergo;;;;
C-AL/206;Via MONTE ROSA N. 90 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via MONTE ROSA;90;6388;44;10|17;4;montebianco;;;10|17;3;T|1|2;79;16|25;Albergo;8;9.14454217383;45.4788146832;45.4788146832, 9.14454217383
C-AL/207;Via MONTESSORI MARIA N. 14 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via MONTESSORI MARIA;14;3361;56;10|9|9|9|9|9;4;residence futura;;;0|0|0|0|0|0;6;1|2|3|4|5|6;133;24|22|22|21|21|20;Residence;4;9.24111396419;45.4588097316;45.4588097316, 9.24111396419
C-AL/208;VIALE MONZA N. 139 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIALE MONZA;139;2274;142;9|3;4;residence atahotel linea uno;;;9|3;;1|2|3|4|5|6|7;284;20|6;Residence;2;9.22078040513;45.5004417525;45.5004417525, 9.22078040513
C-AL/209;Via MORIGI N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via MORIGI;2;633;32;7|7|6|6|6|6;4;hotel mentana;;33;7|7|6|6|6|6;6;1|2|3|4|5|6;48;10|10|10|9|9|9;Albergo;1;9.18139544351;45.4623593637;45.4623593637, 9.18139544351
C-AL/212;VIA MURAT GIOACCHINO N. 21 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MURAT GIOACCHINO;21;1316;133;;4;contessa jolanda;;;;8;4|5|3|7|2;266;;Residence;9;9.19030076386;45.4986970195;45.4986970195, 9.19030076386
C-AL/213;Viale MURILLO SEBASTIANO BARTOLOMEO N. 9 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MURILLO SEBASTIANO BARTOLOMEO;9;6551;72;;4;astoria;;;;;;120;;Albergo;7;9.14398837699;45.4725977493;45.4725977493, 9.14398837699
C-AL/214;Viale MURILLO SEBASTIANO BARTOLOMEO N. 22 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MURILLO SEBASTIANO BARTOLOMEO;22;6551;25;9|10|6;2;HOTEL NUOVO MURILLO;;25;9|10|6;3;T|1|2;46;17|10;Albergo;7;9.14449174539;45.4728166983;45.4728166983, 9.14449174539
C-AL/216;VIA ORNATO LUIGI N. 64 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;VIA ORNATO LUIGI;64;658;133;;3;centro alberghiero ornato;;;;;;258;;Albergo;;;;
C-AL/217;PIAZZA LIMA N. 2 num.001| (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;PIAZZA LIMA;2;2135;200;;4;BEST WESTERN PLUS HOTEL GALLES;;;;;;409;;Albergo;3;9.21172264117;45.480439018;45.480439018, 9.21172264117
C-AL/219;Via OZANAM FEDERICO N. 12 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via OZANAM FEDERICO;12;2143;40;3|8|7|6;4;hotel napoleon;;42;3|8|7|6;6;T|1|2|3|4|5;80;5|13|12|11;Albergo;3;9.2132336543;45.4802812144;45.4802812144, 9.2132336543
C-AL/220;Via PAGANINI NICCOLO' N. 6 (z.d. 3) paganini 6;ATTIVITA RICETTIVE - Strutt. albergh.;;;;10;;1;hotel paganini;;;;;;16;;Albergo;;;;
C-AL/221;VIA PALADINI ETTORE N. 7 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;VIA PALADINI ETTORE;7;3236;63;8|7|4;3;residence Argonne Park;;61;8|7|4;9;R|1|2|3|4|5|6|7|8;115;14|13|5;Residence;3;9.23428302248;45.4698835027;45.4698835027, 9.23428302248
C-AL/222;Via PALAZZI LAZZARO N. 18 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PALAZZI LAZZARO;18;2171;79;3|15|15|15|11|4|0;4;hotel sanpi;;;3|15|15|15|11|4|0;6;T|1|2|3|4|5|;160;6|26|26|26|25|10|0;Albergo;3;9.20310926834;45.4777314974;45.4777314974, 9.20310926834
C-AL/223;Via PIERLUIGI GIOVANNI DA PALESTRINA num.030| (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIERLUIGI GIOVANNI DA PALESTRINA;;2235;39;;2;hotel virgilio;;;;;;56;;;;;;
C-AL/224;Via PALLADIO ANDREA N. 8 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via PALLADIO ANDREA;8;4213;48;7|2|10|5|11|4;1;albergo palladio;;16;1|2|3|4;7;T|1|2|3|4|5|6;82;11|3|18|10|4;Albergo;5;9.1986008437;45.4480714045;45.4480714045, 9.1986008437
C-AL/226;Via PANTANO N. 8 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via PANTANO;8;334;38;0;4;residence vip s;;;0;;;99;0;Residence;1;9.19141895618;45.4598352681;45.4598352681, 9.19141895618
C-AL/227;Via PAPI LAZZARO N. 18 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via PAPI LAZZARO;18;4071;36;2|3|10|10|10;3;hotel di porta romana;;36;2|3|10|10|10;5;1|3|4|5|6;67;3|5|14|14|14;Albergo;4;9.20778849538;45.4511133248;45.4511133248, 9.20778849538
C-AL/228;Viale PAPINIANO N. 14 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Viale PAPINIANO;14;5097;52;13;3;hotel sant ambreus;;55;13;4;1|2|3|4;84;21;Albergo;1;9.16583785829;45.4602450942;45.4602450942, 9.16583785829
C-AL/231;Via PELLIZZONE ANDREA N. 12 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PELLIZZONE ANDREA;12;3314;34;4|6|12;3;majorca;;36;4|6|12;5;T|1|2|3|4;53;9|10|18|6;Albergo;3;9.22577744006;45.4689596058;45.4689596058, 9.22577744006
C-AL/232;Via VALVASSORI PERONI CARLO N. 85 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via VALVASSORI PERONI CARLO;85;2580;58;8|7;3;hotel gamma;;;8|7;7;1|2|3|4|5|6|7;99;14|9;Albergo;3;9.23639160057;45.4838343519;45.4838343519, 9.23639160057
C-AL/233;Via PERUGINO N. 12 (z.d. 4);ATTIVITA RICETTIVE - Strutt. albergh.;Via PERUGINO;12;3198;32;5|6|6|6;3;hotel perugino;;;1|3|3|3;4;1|2|3|4;54;7|7|10|10;Albergo;4;9.21457863722;45.4577831379;45.4577831379, 9.21457863722
C-AL/234;Via PESTALOZZA ALESSANDRO N. 28 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PESTALOZZA ALESSANDRO;28;2248;13;4|3|2|4;2;hotel piola;;4;1|1|1|1;4;2|3|T|1;25;8|6|3|8;Albergo;3;9.22278236907;45.4829938128;45.4829938128, 9.22278236907
C-AL/235;Viale MONZA N. 132 ang. via petrocchi n. 1| (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Viale MONZA;132;2274;120;27|27|12|12|12|12|12|6;4;hotel concorde;;123;27|27|12|12|12|12|12|6;8;1|2|3|4|5|6|7|8;254;45|45|30|30|30|30|30|14;Albergo;2;9.22184665352;45.5024263307;45.5024263307, 9.22184665352
C-AL/236;Via PIACENZA N. 4 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIACENZA;4;4064;24;3|21;3;hotel piacenza;;24;3|21;2;R|1;34;4|30;Albergo;5;9.20346566415;45.4487505789;45.4487505789, 9.20346566415
C-AL/237;VIALE PIAVE N. 5 2ø piano| (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIALE PIAVE;5;2179;12;0;2;atena;;;0;;;24;0;Albergo;1;9.20667704428;45.4692984726;45.4692984726, 9.20667704428
C-AL/239;Viale PIAVE N. 42 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Viale PIAVE;42;2179;105;;4;hotel sheraton diana majestic;;;;;;205;;Albergo;3;9.20665601274;45.4737028609;45.4737028609, 9.20665601274
C-AL/241;Via PIERO DELLA FRANCESCA num.004/7| (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIERO DELLA FRANCESCA;;7188;10;0;2;locanda gelsomina;;3;0;1;;25;0;Albergo;;;;
C-AL/242;Via PIERO DELLA FRANCESCA N. 39 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIERO DELLA FRANCESCA;39;7188;24;7;3;hotel losanna;;;7;;2;47;10;Albergo;8;9.16239358212;45.4847236304;45.4847236304, 9.16239358212
C-AL/244;Via PIRELLI GIOVANNI BATTISTA N. 5 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIRELLI GIOVANNI BATTISTA;5;1195;69;10|16|16|16|13;3;hotel new york;;71;10|16|16|16|13;5;2|3|4|5|6;132;15|29|29|29|16;Albergo;2;9.20114614148;45.4841611371;45.4841611371, 9.20114614148
C-AL/245;Via PIRELLI GIOVANNI BATTISTA N. 7 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIRELLI GIOVANNI BATTISTA;7;1195;52;0;4;auriga;;;0;;;91;0;Albergo;2;9.20088871475;45.4841288655;45.4841288655, 9.20088871475
C-AL/246;VIA PLANA GIOVANNI ANTONIO N. 33 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA PLANA GIOVANNI ANTONIO;33;7177;47;11|9|5;3;hotel berlino;;;0;5;1|2|3|4|5;87;19|16|8;Albergo;8;9.15289368770241;45.4904096983771;45.4904096983771, 9.15289368770241
C-AL/247;Via PLINIO CAIO SECONDO N. 2 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PLINIO CAIO SECONDO;2;2144;43;7|11|4;3;hotel demidoff;;;7|11|4;5;1|2|3|4|5;65;10|16|4;Albergo;3;9.21154997163;45.4796465096;45.4796465096, 9.21154997163
C-AL/249;VIA POLIZIANO N. 11 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA POLIZIANO;11;7196;100;16|11|7;4;hotel poliziano fiera;;102;16|11|7;8;1|2|3|4|5|6|7|8;204;32|22|16;Albergo;8;9.16501238537;45.4836757516;45.4836757516, 9.16501238537
C-AL/249;VIA POLIZIANO N. 11 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA POLIZIANO;11;7196;100;16|11|7;4;hotel poliziano fiera;;102;16|11|7;8;1|2|3|4|5|6|7|8;204;32|22|16;Albergo;8;9.16501569025;45.4836874754;45.4836874754, 9.16501569025
C-AL/251;Via PORPORA NICOLA ANTONIO N. 16 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PORPORA NICOLA ANTONIO;16;2229;10;3|4;1;paola;;2;0|1;3;R|1|2;24;4|7;Albergo;3;9.21961691729;45.4859128632;45.4859128632, 9.21961691729
C-AL/252;Via PORPORA NICOLA ANTONIO N. 18 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PORPORA NICOLA ANTONIO;18;2229;11;3|4|4;2;hotel nizza;;12;3|4|4;3;R|1|2;23;4|7|6;Albergo;3;9.2197079991;45.4859118888;45.4859118888, 9.2197079991
C-AL/254;Via PORPORA NICOLA ANTONIO N. 87 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PORPORA NICOLA ANTONIO;87;2229;18;;1;hotel ca grande;;;;;;21;;Albergo;3;9.22521095019;45.4861617923;45.4861617923, 9.22521095019
C-AL/255;Via PORPORA NICOLA ANTONIO N. 170 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via PORPORA NICOLA ANTONIO;170;2229;11;1|4;2;albergo iride;;3;1;3;T|1|2;19;2|7;Albergo;3;9.23511609224;45.4860058492;45.4860058492, 9.23511609224
C-AL/258;Corso PORTA ROMANA (DI) N. 48 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso PORTA ROMANA (DI);48;402;56;;4;hotel lloyd;;;;;;100;;Albergo;1;9.19236518281;45.4580899244;45.4580899244, 9.19236518281
C-AL/259;Corso PORTA ROMANA (DI) N. 64 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Corso PORTA ROMANA (DI);64;402;72;;4;hotel romana residence;;;;6;;147;;Residence;1;9.19369893963;45.4572098876;45.4572098876, 9.19369893963
C-AL/261;VIA PRATI GIOVANNI N. 6 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA PRATI GIOVANNI;6;7149;31;1|10;3;hotel johnny;;31;1|10;4;T|1|2|3;69;2|16|36;Albergo;8;9.16192312881;45.4787033837;45.4787033837, 9.16192312881
C-AL/262;Piazzale PRINCIPESSA CLOTILDE N. 10 (z.d. 9);ATTIVITA RICETTIVE - Strutt. albergh.;Piazzale PRINCIPESSA CLOTILDE;10;1061;57;0;3;hotel cervo;;;0;;;79;0;Albergo;9;9.1931888013;45.4802694837;45.4802694837, 9.1931888013
C-AL/263;Via QUARNERO N. 18 (z.d. 7);ATTIVITA RICETTIVE - Strutt. albergh.;Via QUARNERO;18;6263;11;1|5;2;amalfi;;;1;3;R|1|2;24;3|8|9;Albergo;7;9.15383998809;45.4637678534;45.4637678534, 9.15383998809
C-AL/264;Via RANCATI ILARIONE N. 3 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via RANCATI ILARIONE;3;2321;45;9|9|9|9|9;3;residence loreto;;;0|0|0|0|0;5;1|2|3|4|5;80;16|16|16|16|16;Residence;2;9.22248528988;45.50119226;45.50119226, 9.22248528988
C-AL/265;Via RENZO E LUCIA N. 14 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Via RENZO E LUCIA;14;5412;53;;3;hotel dei fiori;;;;3;;108;;Albergo;5;9.17176794871;45.4368098543;45.4368098543, 9.17176794871
